,cr,UltimateCategory
3231,建议按照规范的代码格式，空行和添加注释,12
3232,需要先判断后，再使用，有数组越界问题,4
3233,"jsonObjectCountryGroups有可能为null， 或者用jsonObject.has(""countryGroups"")先判断。",4
3234,services对象使用前，需要先判null,4
3235,不能打印堆栈， 输出log,4
3236,"json解析建议使用JsonUtil工具类或者JSONObject.optString("""")",4
3237,类型强转前需要先判刑类型,4
3238,建议常量抽取,12
3239,requestGet() 与requestPost()重复的代码抽取公用部分,4
3240,建议抽取个方法,12
3241,线下卡这块的grs配置不需要，建议不要新增,12
3242,建议抽取一个公共方法,12
3243,请使用泛型,12
3244,使用申明的常量,12
3245,建议空行，并添加注释,12
3246,getRequest()与getPost()重复的代码能否抽取公用部分,4
3247,建议创建一个Modle对象，封装参数（国家码、服务、对应的业务）。GrsUtil内部进行获取url，返回给业务获取成功还是失败，成功情况下业务直接取出对应的url,12
3248,和上面的一样，请修改为06,12
3249,gameBean使用前需要先判空,4
3250,对象使用前请先判空,12
3251,使用前请先判空,12
3252,建议按照规范声明,12
3253,action写成常量。这边的赋值优化下,4
3254,无效代码请删除,12
3255,注释不够清晰，未说明isSplit的具体场景,4
3256,只用更新指纹列表，方法名和flag都刷新下,4
3257,判断url为空时，主动去服务器获取,4
3258,JSONArray获取的应该JsonObject对象不能强转为String对象,4
3259,hiwalletServices使用前需要先判空,12
3260,建议按照规范声明空行,12
3261,该分支没有逻辑处理，可以删除。,12
3262,"json解析建议使用JsonUtil工具类或者JSONObject.optString("""")",12
3263,常量说明没有区别,4
3264,命名应该能表明这个字典的用途，建议字典名修改为hcoinGiftPhoneModelAndCountry,12
3265,这里不应该是花币帮助的url,4
3266,这两个参数和证书没有任何关系，如果是钱包服务器接口需求，请在钱包服务器接口请求去设置,4
3267,建议字典名改为hcionGiftUrl,12
3268,命名不准确，该工具内种定义的状态常量，处理方法只适用于花币购机赠送获取，建议修改为HcoinGiftHelper,12
3269,"当前定义的字典值格式，无效信息太多，效率太低；字典格式请修改为:""phoneModel"":""KNT-AL10|FRD-AL10"",""countryCode"":""PL|DK""",12
3270,"1.只需增加一个构造方法
2.keyStr这个参数不需要",4
3271,下面这个日志本地也会打印，不需要些两个日志打印,4
3272,方法名与功能不符，这里是获取4个证书，不是请求Key，建议方法名修改为 obtainCertificateChain,12
3273,增加话费支付方式判断，当前为话费支付方式时，才弹出话费支付方式弹框,4
3274,此处不要加时间戳，保存到sp中时会加上加上时间错误，否则会出现解析异常,4
3275,这里缺一个return,4
3276,建议删除不需要的日志,12
3277,查询结果不要打印出来,12
3278,"这里修改为String url = GrsUtil.getGrsUrl(result,mCountry, mServiceName, mKeyName, false);",12
3279,直接非判断可以减少一个分支,12
3280,json异常内容不要打印出来,12
3281,公有方法传入参数，需判空检查。,12
3282,mPhoneBillDialogFragment需要增加判空,12
3283,方法中直接返回result既可,4
3284,公有方法传入参加做空检查,12
3285,建议用String.valueOf,12
3286,可以使用常量 countryCode = PayGlobal.COUNTRY_CHINA;可以删除这个方法,12
3287,使用已有dimen资源，或在dimen定义24dp这个尺寸，再引用,12
3288,可以使用String.vlaue,12
3289,使用已定义的资源常量，或者定义0.2后再引用,12
3290,使用已有的资源定义，或定义0.2再引用,12
3291,这个回调多余，会造成先回调成功，后回调失败,10
3292,grsInfo对象过于复杂，不要通过handler传输，在handler消息处理前设置好4个url，再发消息给主线程,4
3293,退出支付不应该清除SP和内存，否则每次支付都要重新从网络获取，相当于没做优化,10
3294,使用用户账号服务地，或者中国。去掉传参,12
3295,请使用局部变量,12
3296,GRS数据本身是一次获取到的，只用一个handler消息给主线程，通知GRS已获取成功。主线程再按顺序处理各个任务，多个handler消息影响性能。,12
3297,设计很不合理，代码分支应该收拢。从网络获取GRS数据，应该回到这个类，再统一回调给上层，而不是把上层的callback一层层传下去,4
3298,调本类方法不需要类名,4
3299,不需要isFirst参数，GRS获取成功后直接初始化账单url,4
3300,建议修改方法名为queryGrsDataFromServer,12
3301,这个判断有问题,12
3302,内部已做了判空，不需要加isShowingProgress()的判断，建议去掉,12
3303,此处取消弹框，下面查询签约结果又会重新弹一个。建议签约接口成功时，不取消弹框，查询签约结果后再取消弹框。签约失败分支取消弹框,4
3304,建议不要增加isUseFingerWithhold这个变量，后续逻辑直接根据mInitParams.fingerPassword是否为空判断是指纹还是密码,12
3305,不要打印出原始异常,4
3306,"使用临时变量，建议这样写:
String endTime = mQueryOrderInfoParams.getEndTime();

if (null != endTime )
        {
 
            if (TimeUtil.isToday(endTime))
            {
                endTime = TimeUtil.addOneDay(endTime);
            }
            param.put(""endTime"",endTime);
        }",12
3307,协议页没有shareButton，走不到这个分支，协议页的Titile将会未设置,4
3308,已定义了PassWdAuthListener.TYPE_FINGER_PRINT_UPDATE_CHECK_INPUT_PWD_DIALOG用于区分验证密码后需更新指纹列表的场景，isSetFinger不再需要了,4
3309,增加错误日志打印,4
3310,需要判断支付url是否已获取到，支付url还未获取到时，查询钱包会失败给出异常提示,4
3311,建议打印出错误码,12
3312,else分支没有处理countDown(),4
3313,mReturnCode的赋值有问题,4
3314,请用optString 解析,12
3315,强转前请先判空,12
3316,放的位置不太正确，不应该在缓存支付列表中增加缓存m-pesa,14
3317,值可以参考上面类似的，有特殊含义？,12
3318,存在crash风险，请使用ClassCastUtil处理,14
3319,多余常量,4
3320,语言适配问题,12
3321,建议使用静态内部类,12
3322,共有方法建议入参校验,12
3323,不用修改， safeIntent创建重复,12
3324,建议使用静态内部类,12
3325,不能打印堆栈信息,12
3326,数组越界,12
3327,需要处理PatternSyntaxException异常,12
3328,strings使用前请先判断size，会出现数组越界异常,12
3329,需要处理NumberFormatException，建议使用ClassCastUtil.stringToLong(),12
3330,不再使用的代码需要删除,4
3331,单指纹仍提示：“使用支付指纹验证”；全指纹提示:“使用指纹验证”,12
3332,注释删除下,12
3333,建议导包处理,12
3334,建议导包修改,12
3335,不能打印堆栈信息,12
3336,建议常量处理,12
3337,外部传入context 需要做判空处理,4
3338,不建议采用此类方式确认网络正常连接,12
3339,入参判空处理,12
3340,入参判空处理,12
3341,不涉及UI操作，直接移除监听,12
3342,建议格式化,12
3343,应该在方法名上体现出这个函数的功能，,4
3344,该类的方法命名不直观，需要借助注释才能明确具体功能,4
3345,这个方法需要再调整下，如此转换可能存在问题,12
3346,建议重载方法，可以不用调用传空串。只传是否高亮显示,4
3347,建议使用字符串常量定义1和0,12
3348,建议该代码发在for语句执行之后，即Values初始化完成之后再添加到contentValuesList中，代码可读性更强,14
3349,外部输入直接作为sql语句的一部分，存在SQL注入安全漏洞。请采用预编译方式,10
3350,建议“1”定义一个常量,12
3351,不要使用外来参数直接拼接SQL语句，存在SQL注入风险，请使用预编译,10
3352,低级编码错误，代码提交前请仔细检查,4
3353,建议抽出一个方法，返回ProductDetailBeanRes对象,12
3354,建议封装一个方法，返回一个ProductInfo对象,12
3355,存在数组越界风险，objectList 和 contentValuesList的大小可能不一致,10
3356,setBankBrand设置了两次，而且是不同的数据源,4
3357,放在for循环之后，增加程序可读性,10
3358,当dns不为空时，要执行两次builder，第一次是无效的。建议提高性能,4
3359,请采用通用的单例写法,4
3360,单例不要使用double check方式，这个是不安全的，请参考HMS中其他单例实现，使用静态内部类加载方式实现,10
3361,魔鬼数字，运算符建议加括号,4
3362,建议方法重载进行处理,12
3363,split会存在 PatternSyntaxException，请捕获修改,4
3364,如果字典配置的国家很多，内存变量缓存太大建议直接用服务地国家码进行缓存,4
3365,请用static  final 修饰,12
3366,建议打印日志使用：mReturnCode和mErrorMessage,12
3367,请用括号包裹， 增加可读性。,14
3368,命名不规范 c,4
3369,请使用常量申明,12
3370,建议设计灵活些，允许大于2，方便后面扩展,12
3371,日志描述不正确,4
3372,请格式化,12
3373,不涉及敏感数据，不要扰码打印了,4
3374,新增字符串不能添加 priority,4
3375,此方法代码未调用，建议删除,12
3376,建议细化,12
3377,新增字符串不能添加 priority,4
3378,建议细化异常,12
3379,不必要的异常,4
3380,此方法未抛出异常建议修改,4
3381,建议抽取方法处理,12
3382,请细化异常，否则会报codex,14
3383,建议修改命名，一般成员变量带小写m,12
3384,冗余的大e建议删除,12
3385,没有必要的异常,4
3386,如果在上面的if就return了，则缺少上报,4
3387,移到 PayTask进行 QUERY_MULTIPLE_INFO_FAILED,4
3388,避免遗漏上报放在最终回调的PayTaskPresenter的QUERY_MULTIPLE_INFO_FAILED里面统一上报,4
3389,入参需判断是否为空,4
3390,魔鬼数字 0 和 1,4
3391,"建议这样写：String innRangeArr[] = getIINRangeArray();
        if (innRangeArr.length == 0)
        {
            return false;
        }",12
3392,"1.for循环嵌套，这个算法太复杂，效率低
2. Integer.parseInt需要捕获异常",4
3393,"建议使用if(TextUtils.isEmpty(cardNum))
{
return;
}
后面不用再判断cardNum了",12
3394,建议使用TextUtil.isEmpty(),12
3395,日志打印不要打印出堆栈,4
3396,"1.出现异常后删除图片文件
2.  SecurityException e异常delete已内部捕获",4
3397,建议写一个简单明了的方法通过carrierCode获取CallFeeRouterInfo对象,12
3398,建议方法名修改为setDateByType,12
3399,建议修改为:int validLen = innPair[1].length();,12
3400,"建议修改为:
if (innPair.length < 2)
{
continue;
}
增强扩展性",12
3401,修改方法名，实际未写到SD卡中,12
3402,没有必要用map数据结构,12
3403,使用安全组件提供的SHA256方法,12
3404,"1.出现异常后删除图片文件
2.  SecurityException e异常delete已内部捕获",12
3405,非支付字典，不要放在SystemInfoUtil，建议放在SupportBusinessManager中,12
3406,mErrorMessage中要说明是哪个接口报错了,4
3407,这一段逻辑没有用到，请确认具体是解析什么参数类型，现在的逻辑并没有用,4
3408,删除用的是同一个包名,4
3409,需要把countDown移出来,4
3410,删除无用的,12
3411,日志描述不对,4
3412,删除暂时不需要,12
3413,"需要在finally中关闭流,否则会异常发生时，会出现流未关闭的情况，可以使用IOUtils.closeQuietly(inputStream);",14
3414,finally中已关闭了inputStream,4
3415,"safeData.getExtras()返回的对象未判空，另外返回的是原生的bundle对象,从原生的bundle对象去数据不安全。建议使用safeData.getIntExtra(""returnCode"")",10
3416,建议增加管理类，组装参数和上报,12
3417,代码格式化下,12
3418,老接口会CP传signType字段，签名类型应该与老接口传的signType字段一致。,4
3419,"建议修改为：                       querySupportBusinessToServer(callBack, walletUrl, setCountryCode(serviceCountryCode))",12
3420,最后一个参数应该由cp调用支付接口传参,12
3421,魔鬼数字，另外没必要用String.valueOf?,4
3422,Product的不要动，这个不安全,4
3423,"if分支漏处理，建议querySupportBusinessToServer方法中处理
加上""_HMS""",4
3424,需要考虑long型强转float型丢失数据和溢出异常数据处理,12
3425,关键分支，打印出日志,12
3426,请使用工具类ClassCastUtil,4
3427,纯卷支付时，支付金额显示有问题,12
3428,请使用工具类ClassCastUtil,12
3429,实现有问题，需考虑通用性,12
3430,需要兼容老版本，signType要与CP传的一致，否则给cp的数据会出现签名验证错误,14
3431,请直接使用getString方法，不要使用getActivity().getString()，这个方法不安全,14
3432,过于复杂，使用dp代替sp实现,12
3433,异常分支请打印日志,12
3434,建议使用资源引用,12
3435,建议null放在前面,12
3436,公开方法 入参需要判空,12
3437,颜色值使用资源类文件,12
3438,建议使用PreferencesManager,12
3439,优惠金额为0，显示优惠信息需要考虑,4
3440,是否可以根据需要的图片大小进行裁剪设置尺寸大小,4
3441,denominator需要判断非0,4
3442,魔鬼数字，不知道什么含义,12
3443,被除数存在0的可能，要做校验判断,12
3444,资源使用dimens中的值,12
3445,注释不建议放在代码后，按照规范要求,12
3446,使用资源类,12
3447,建议使用ClassCastUtil工具类进行转换,12
3448,else分支建议输出日志,12
3449,建议使用UI线程需要使用Handler消息传递的looper管理类.ThreadLooperManager,12
3450,"新增的字符串不需要加priority=""translator""",12
3451,协议签署接口的语言参数应该是当前用户显示的语言参数，和帐号无关,4
3452,直接启动该页面不要弹出键盘，只在拍卡页面用户点击手动输入后，才弹出键盘。,12
3453,oldTime更新到sp的时机应该是每次从服务器查询后，否则可能会出现永远不触发查询,14
3454,请确认result.getHcoinGetInfoList()是否可能为空,12
3455,sp的key 和 24小时现在专门永远花币小红点，不适合写成通用的工具类,12
3456,建议修改命名，如HCOINREDPOINT_PATH_NAME,12
3457,请加上代码注释，说明含义,12
3458,请使用现有的UserCenterPreferences，不用新增了,12
3459,帐号模块和IAP属于同一应用，组件不应该设置为暴露，可能引入安全问题,12
3460,页面对外暴露，需要使用安全Intent,12
3461,"需要判断requestCode，只有从拍卡页面返回且返回码为RESULT_OK时才弹窗键盘。
if（requestCode ==ACTIVITY_REQUEST_CODE_BANKCARDCAPTUREACTIVITY）
{
  if (resultCode == RESULT_OK)
        {
            Util.showInputSoft(this, cardNumEditText);
        }
}
getCardInfoGlobalPresenter().onActivityResult(requestCode, resultCode, data);",12
3462,msg信息不要直接打出来，可能涉及敏感信息,14
3463,如果管理员没有connect过，会收不到push消息,12
3464,不要用+号拼接提示语，多语言会有问题,14
3465,"建议重新定义常量值""hcoinredpoint_badge""
hcoinredpoint_updatetime",12
3466,这个和缓存有关的变量放在对应的sp文件类里面，不要放在账号监听类,12
3467,这边处理数据有问题，应该在查询回来更新,12
3468,打印出错误码，不需要扰码,12
3469,点击back键，data会为null，应该继续处理onActivityResult事件,12
3470,这句日志没有效果，建议打印code,12
3471,建议将grantSt ::改成grantStatus::，避免后续被误认为st信息，确认澄清,14
3472,建议在分支加日志，便于排查问题。,14
3473,请使用另一个对象作为同步锁,12
3474,建议异常增加日志，方便定位分析,14
3475,"已有该字符串，不必新增
<string name=""hwpay_oto_pull_to_fresh_hint_loading"" priority=""translator"">""正在加载…""</string>",12
3476,日志输出有误,12
3477,需要处理IndexOutOfBoundsException,12
3478,将错误码20加入映射表DELETE_ERROR_CODE_SET中，映射为错误码990008即可，不用单独写这样的方法,12
3479,海外场景不用修改,14
3480,context.getResources()加上判空,12
3481,建议0定义为常量值，说明含义,12
3482,需要对data.get(i)进行判空,12
3483,还有图标要一起加。,12
3484,多余的注释,10
3485,用AdapterDelegate判断,12
3486,测试日志吧？要删除,12
3487,这里会反复序列化吧？调用提出来。,14
3488,判断的品质取Math.min（配置品质，歌曲最高品质）,14
3489,itemBean null 检查，start、end范围检查，getFilesUrl() null检查,12
3490,不符合日志打印规范 不要直接打印栈 自行编写出错信息 必要时加上e.toString(),14
3491,缺少else分支，outPath可能为null，是否有影响？未打印日志,10
3492,尽量捕获具体的异常，要打印有效日志，不要直接e....,14
3493,getFilesUrl null检查,12
3494,可缩减成一行,12
3495,getTitle empty 检查，start、end范围检查,12
3496,定义为常量,12
3497,提取到musicBase的mvvm下面，作为公共工具类,12
3498,合法性检查放到 TimeUtils.getCurrentUTCTimeStamp();前面,12
3499,这里应该是 &&,12
3500,Fragment中 getActivity() 需要检查 null,12
3501,魔鬼数字，其他的不重复提,10
3502,"初始化保存的时候就过滤好，不要在这里处理。
这里只处理保护性判空，忽略就行。
另外，remove要用迭代器。",14
3503,10 120 是什么意思？,0
3504,直接命名为clearInput,12
3505,error日志,4
3506,这个分支应该放在上面吧？,6
3507,List布局，为啥要用这个？会影响到首页栏目展示吧？,4
3508,禁止硬编码翻译！,7
3509,直接删了吧,12
3510,失败不需要任何处理？,1
3511,这个标记位设计不好，非点击的触发应该用databinding设置输入框的内容。这地方判断一下内容有没有变，如果没有变化就不用向下执行。,14
3512,为什么要用包装类？,0
3513,"魔鬼数字，定义常量。
另外如果只是true/false的控制，不要用字符串",14
3514,这个不应该是new出来的，应该由入参传进来,12
3515,注释说明清楚,12
3516,直接命名为clearHistory,12
3517,这个应该在构造函数里执行,12
3518,判断加载数据是ViewModel判断的，注释写到ViewModel里去吧,14
3519,这个地方，不需要传入搜索内容吧？内容ViewModel里有，直接从inputData里获取就行了,14
3520,包装在ViewData类里,12
3521,需要判空，或者在构造函数就传入presenter保证不为null,14
3522,key定义成常量,12
3523,命名不规范，统一用驼峰命名。,12
3524,为什么要用这个布局文件？和首页的List一样吗？,0
3525,多语言怎么处理？要考虑,10
3526,这个字段是控制什么的？,0
3527,Presenter应该实现在UI层,12
3528,"View相关的获取，应该由界面层处理。

另外，这个地方应该用presenter绑定事件处理。",14
3529,不用s么？如果不用，可以定义成Void,12
3530,为什么是getMax？实现上看是setMax,4
3531,在finally块中关闭流,12
3532,使用常量  与zhoufenghui商量一下  你都有,12
3533,这个是set方法吧，不是add。,12
3534,加个EmptyParam的数据类型，而且可以是单例,12
3535,日志会不会太多？,0
3536,常量,10
3537,初始化完成后就把内容分割好，不要每次获取都分割。,12
3538,这个地方不能要提示吧,12
3539,嗯 这个是原来代码 应该去掉,12
3540,ViewModel处理数据拼接，不要在binding里处理,12
3541,不需要public,12
3542,本地版本应该不需要,12
3543,定义到服务器品质字段的类里,12
3544,这个也是艺人详情特有的，其他特有的字段放在自己的Data类里,14
3545,这段逻辑是不是详情页的全都一样？抽一下工具类,14
3546,这是异步获取，这样处理有问题。,10
3547,去掉null判断 否则playlistId始终为首次调用该方法时传进来的歌单id,14
3548,用工具类,12
3549,这是艺人详情特有的，不应该放在Base里,10
3550,要通过databinding传递,12
3551,多语言格式化方式错误，另一个地方不重复提了。,10
3552,可以使用MultiCatch表达式,12
3553,直接用HIQUALITY.equals就行了,12
3554,加点日志吧,12
3555,不需要protected,10
3556,函数太复杂了，分段的独立逻辑封装成方法去调用。,14
3557,第一次获取出来肯定是null，难道还要点两次么？,7
3558,这个变量名看了不知道什么意思,4
3559,暂时去掉了 琦伟UI代码合了再加上,4
3560,这种判断合一吧,12
3561,实现通用的Presenter接口，binding里要依赖接口binding,14
3562,这个接口什么意思？变量名起得看不懂？,4
3563,确定可以复用么？,0
3564,这个过程会不会长？界面上不需要有进度条么？,4
3565,这个是什么意思？,0
3566,这个地方每次启动只要同意了还是要获取的有可能发生了变化,10
3567,Public方法 Context null检测,10
3568,一个私有的方法就够了吧,12
3569,重启app有工具类了，统一用工具类,14
3570,这个时间做本地化了吗,4
3571,确认一下 离线版本是不是就应该不要这个设置,12
3572,非RecyclerView不需要执行这个,12
3573,有必要是public么？protected就可以吧,12
3574,这个类路径以合一的为准,12
3575,同上，可以在debug日志里打,12
3576,可以在构造函数里传入的就直接在构造函数传入，避免判空,14
3577,只是发广播，在P层里用全局Context发就可以了。减少UI代码。,14
3578,不能用toString,12
3579,这个变量定义，应该放在具体的cropMp3Song或者cutAACSong函数里就行，可以定义一个基本文件路径传进去，后缀自己拼接。,14
3580,这是什么路径？,0
3581,nodata状态可以用ViewModel的数量标识，不用单独设置,14
3582,命名不对，equal的时候changed应该是false，命名意义反了。,14
3583,来源是UI的set方法不应该调用notifyChange,14
3584,public方法用switch字符串，需要判空,14
3585,已经捕获这个异常了，上面的可以不用单独捕获了,14
3586,会不会为0？判断下防止除零,14
3587,接口命名应该是getTitles,12
3588,View里直接透传操作，data的操作由ViewModel执行,14
3589,titles提前创建好，用databinding通知刷新,12
3590,日志使用错误，直接用把e传到.error接口参数里,14
3591,这个类设计，要用SectionViewModel作为数据源，产生Fragment。,10
3592,为什么还要单独保存？基类里有,4
3593,魔鬼数字，定义常量,14
3594,用户输入不要打印,12
3595,需要public方法吗？,0
3596,日志打印错误，要打印error级别,14
3597,要考虑多语言,12
3598,这种逻辑直接封装一个函数返回,12
3599,同一个函数调用太多，抽取出来在前面调用一次。,14
3600,命名不对,10
3601,封装函数,10
3602,这个直接用input.isEmpty绑定x按钮的变化就行,12
3603,定义常量，设置和使用的代码尽量写到一起,14
3604,这个对象在子类里已经有了,10
3605,格式不对，没加载checkstyle？,10
3606,加载更多的时候，不需要给界面推送error状态吧，弹个Toast就行了。,12
3607,需要保存到数据  不然中断再下载 没有数据,14
3608,加点日志,12
3609,这种堆栈信息不能打印,12
3610,"把ViewModel传到这里来，不要传给布局文件。
这里直接用原有的onClick方法就行。
布局文件里依赖Presenter，不要依赖ArtistDetailPresenter",14
3611,已经有工具类了，用工具类。,10
3612,这个应该放在queryArtistDetail里面,12
3613,用BuildConfig.DEBUG控制更保险,12
3614,有效期确认是一年么？,0
3615,这个是通用错误码，不是只有版权保护用。,10
3616,这个内容是这么填么？和SE是否确认。,4
3617,命名不合适，定义到接口定义里去,12
3618,定义常量,12
3619,不要打印堆栈,12
3620,为什么是获取SecretKey？,0
3621,日志打明确，是生成密钥失败，不要打异常相关的信息,14
3622,命名不合适,10
3623,用下面已有的Presenter,12
3624,移植代码不要注释。,12
3625,直接构造函数,12
3626,不需要单独创建类了,12
3627,传抽象类型进来,12
3628,代码合错了,4
3629,这个应该通过ObservableInt类型的绑定,12
3630,空格,4
3631,不需要set方法，对UI来说只有get,12
3632,这个后面要补充业务逻辑吧？加个TODO,12
3633,空行,4
3634,应该是private的,12
3635,泛型要写上,12
3636,大写TODO:,12
3637,用private，而且UI应该依赖接口，而不是实现。,12
3638,用ExitUtils退出应用,12
3639,这个不要每次new，从外面传进来,12
3640,堆栈信息不要打印,12
3641,空格、注释。,4
3642,重复调用,10
3643,这个不应该在content模块,10
3644,状态变量类型也建议定义成具体类型，如interface UserState，不要暴露底层是用int实现的，后续对于状态切换打日志、方法入参控制都比较好。,14
3645,面向接口的编码，就不需要定义成IUser，直接User就行了，实现用UserImpl。,14
3646,多语言,4
3647,"这个放在lib_base,后面应该还会用。后续不太会用，或者不好区分的再放cnapp",12
3648,这个是业务层数据，不需要给UI暴露,10
3649,这种别动,12
3650,"这个文件的包名要和国内一样。内容也是。
海外不同的地方，都要放在国内最后面。",14
3651,已经在base下的先不动了,12
3652,没有注解的，先删掉吧。,12
3653,shortcut属于能力开放，我们不往播放挪了,14
3654,这一类的最好放在base下,12
3655,资源相关放在lib_base下吧，app下的可以考虑都挪过去,12
3656,群里刚说了这是老的写法,4
3657,User相关的建议都是打桩，空实现。不要放在播放里,10
3658,用databinding绑定点击事件,12
3659,点击事件，用Presenter绑定到UI上,12
3660,可以用NullParam.INSTANCE,12
3661,这种写法和服务器确认下是否正确？,0
3662,打印error日志,12
3663,换一种调用方式，用OverseasDatasource重写一下。,12
3664,镜像语言场景看能不能在View层统一处理,12
3665,统一绑定抽象的ItemPresenter,12
3666,get(position)要校验，而且不要几个地方都调用get(posistion),12
3667,命名错误,10
3668,校验pos,12
3669,这个是不是可以抽取成一个通用的？,12
3670,测试日志打debug级别,12
3671,用法不对,4
3672,无用的注释，,4
3673,构造方法不对,4
3674,名字起成VIEW_TYPE_FILM_HOR_SCROLL比较合适,12
3675,这两个是内部页面，不需要开放路由能力。,10
3676,这块不用严格对应，之前的就可以,12
3677,不能抛出异常,12
3678,getMediaController 在前面一处初始化好，比如成员变量,12
3679,要多语言处理,12
3680,命名不规范,10
3681,多余的Toast,10
3682,这个为什么放这？,0
3683,这个在哪里用的？,0
3684,没用的代码删了,12
3685,加到musicbase里,12
3686,日志打英文，，,12
3687,不用单独的接口定义了，在原来的上面扩展就行,12
3688,这个4，从哪来的？什么意思？,0
3689,这个类已经废弃了,10
3690,这是什么意思？,0
3691,这个代码本来就是要删除的,4
3692,"就用MV = ""/content/fragment/mv"";这个定义",12
3693,这个要从strings文件里获取,12
3694,重复代码,10
3695,代码格式不对,4
3696,不需要判空了,12
3697,多余代码,12
3698,不会为null的,4
3699,？？这个是干什么的？？,15
3700,测试日志删掉,4
3701,这个写到这里是为什么？,0
3702,实验性质的代码，回退回去,14
3703,调用位置不对,12
3704,行列数其实可以从Builder对象里传进来,12
3705,不加TODO ？ 后面还能找回来？,1
3706,注释都加下吧，好像都有checkstyle问题,12
3707,定义常量，不止一处了。,12
3708,函数体太复杂，优化一下。,12
3709,应该有times的吧？,4
3710,i是什么意义？要转成有意义的变量,12
3711,多余注释删掉,12
3712,这个和普通的Item有什么区别？是不是可以复用？,0
3713,"起成""有声电台""，和普通的音乐电台区分开来。",12
3714,这块需要用static么,0
3715,String类型的要加默认值,10
3716,名字起得不好，起成圆形图片Item就行了，不要有业务命名,12
3717,已经有jni了，只是带了path，优化下,10
3718,声明时已创建了对象，此处用add()的形式更好些，同一个对象,12
3719,定义成/content/fragment/song/newsong,12
3720,MV？是VM吧？,14
3721,名字起的不好，不要和具体的实现耦合。NATIVE_ROUTE就行了,10
3722,剪裁和海外的重复了，用海外的就行了，新做的。,14
3723,这个什么时候释放？,0
3724,循环了 不对啊,4
3725,放在exInfo里吧，不要再无限扩展了。,12
3726,用新的方式跳转，NavigationType.NATIVE.build(),12
3727,可以直接传SingleMapper,12
3728,"其实就是电台类型，不需要区分是精选。
AudioBook类型，其他的地方命名都改一下吧。",14
3729,定义到同一个地方去,12
3730,这个组件可以满足要求么？,0
3731,格式，private变量之前也要有空行,10
3732,这个不应该放在这，应该是更公共的地方,12
3733,这个应该是ExInfoKey,12
3734,"命名起的容易阅读一些
SERVICE_TYPE
ACTION_URL
RECOMMEND_DATA",12
3735,这个在用户模块,12
3736,以海外为准，新做的,10
3737,"1. 要先调用service.login
2. 收到成功/失败的回调后，要移除监听，不然会持续收到回调。",14
3738,缓存应该以海外为准了，不要国内全列表刷新了,10
3739,这是服务器定义的viewType么？,0
3740,这类全应该通过歌曲属性区分~ 歌曲属性里会告知是国内/海外歌曲,10
3741,这类不再用国内的标识下载了，统一到海外了,10
3742,要判空,12
3743,这个类要在海外屏蔽掉,12
3744,MediaPlaybackService 这个类不能一直扩张了，你们把切换品质的抽取出去。不要随意不断往里增加逻辑了。已经不能维护了,12
3745,默认语言一定要挪过来,10
3746,应该是给songExInfo 赋值，不然都丢给临时变量做什么,12
3747,这些不是都已经有了吗? 都是重复代码吧,4
3748,函数不要重复调用，临时变量保存结果啊,14
3749,直接return,12
3750,方法保留，变量删除,12
3751,定义成静态变量，而且string起个稍微有意义的,12
3752,皮肤持久化可以起名为SkinRepository,12
3753,这个不对，会把分页前的覆盖掉。,10
3754,注释都加下,12
3755,这种都要封装起来，在songbean内部判空，SongExInfo为空则创建，然后传值。对外的接口可以不变,12
3756,最好写成防止注入的,12
3757,放在入口处,12
3758,不规范,4
3759,大段的空行去掉啊,12
3760,7.x也是老海外，不应该走到国内升级场景,10
3761,无用的复写？,0
3762,"1. 一方面 != 
2. 一方面songbean没判空
3. 这块应该在SongBean提供方法出来，isMusicServer,就是服务器的数据（自有数据）",14
3763,展示到UI上的都要提取到资源里,10
3764,调试代码删掉,12
3765,逻辑单独抽取出来,12
3766,private+get方法,12
3767,临时变量保存,12
3768,getUsedFreeTry User里有，重了,4
3769,能不能cover全部异常,12
3770,多余的Toast,12
3771,这些先别动,12
3772,多余,12
3773,放在静态变量非常不合适,12
3774,这什么意思？监听VM再去设置VM内容？,4
3775,测试代码?,0
3776,其他类里已有类似方法，合一下,12
3777,onStart注册,12
3778,这个逻辑放到ViewModel里去,12
3779,看不懂这个名字是什么意思？,0
3780,命名不合适，应该起名为changeToUsing,12
3781,这里涉及访问数据库，需要异步操作。,12
3782,有没有可能是null？不要重复调用get方法,10
3783,数据类型可以优化，定义为具体的语义类型。,12
3784,多余的，另外数组打印用工具类打安全,12
3785,判空，判数组大小,12
3786,新增字串不要加LT,12
3787,测试日志不要提交,12
3788,不需要定义这种了,12
3789,"命名不好，应该是skinInfoListDefault,skinInfoListDownloaded",12
3790,这个逻辑再其他地方也可以搜索歌词，不一定是当前播放的歌曲，有问题,10
3791,类似问题，不能这么改,12
3792,这个地方不应该永远注册,4
3793,还有这块应该不用暴露到播放模块外部，都是内部用的啊,10
3794,测试日志删掉,12
3795,要extend MusicService,12
3796,如果和MediaController完全一样，直接继承，别copy了，全部都是重复代码,14
3797,定义到字串里,12
3798,这个多余了，直接让内容模块的实现就行了,12
3799,定义常量,12
3800,定义常量，DEVICE_USER,12
3801,单例有工具类,10
3802,一定是zip么？,4
3803,用工具类,12
3804,这种拼接逻辑放到SkinDetail里，不要让VM关心,10
3805,不要return null，返回空字串,12
3806,怎么跑出了下划线？,10
3807,统一命名，Impl,12
